EN_CC_100013.txt	CC: Criticism of climate movement	CC: Criticism of climate movement: Ad hominem attacks on key activists
EN_UA_300009.txt	Other	Other
EN_UA_300017.txt	Other	Other
EN_CC_100021.txt	Other	Other
EN_UA_300041.txt	Other	Other
EN_UA_018789.txt	Other	Other
EN_CC_200321.txt	CC: Questioning the measurements and science	CC: Questioning the measurements and science: Scientific community is unreliable
EN_CC_100005.txt	CC: Criticism of climate movement;CC: Criticism of climate movement	CC: Criticism of climate movement: Other;CC: Criticism of climate movement: Climate movement is alarmist
EN_CC_300008.txt	Other	Other
EN_CC_300001.txt	Other	Other
EN_UA_014637.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Russian army is collapsing
EN_UA_019640.txt	URW: Praise of Russia;URW: Russia is the Victim	URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Russia is the Victim: The West is russophobic
EN_CC_200166.txt	CC: Criticism of climate movement	CC: Criticism of climate movement: Ad hominem attacks on key activists
EN_UA_022051.txt	URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader	URW: Amplifying war-related fears: Russia will also attack other countries;URW: Blaming the war on others rather than the invader: The West are the aggressors
EN_UA_004616.txt	Other	Other
EN_UA_102703.txt	Other	Other
EN_UA_300153.txt	URW: Amplifying war-related fears;URW: Discrediting Ukraine;URW: Blaming the war on others rather than the invader;URW: Hidden plots by secret schemes of powerful groups	URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Hidden plots by secret schemes of powerful groups: Other
EN_UA_024321.txt	Other	Other
EN_CC_200344.txt	Other	Other
EN_UA_300025.txt	Other	Other
EN_CC_200015.txt	Other	Other
EN_UA_300080.txt	URW: Praise of Russia;URW: Discrediting Ukraine	URW: Praise of Russia: Praise of Russian military might;URW: Discrediting Ukraine: Discrediting Ukrainian military
EN_UA_000923.txt	URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: The EU is divided
EN_UA_102034.txt	URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: Other
EN_UA_015880.txt	Other	Other
EN_CC_200278.txt	Other	Other
EN_UA_000543.txt	Other	Other
EN_UA_300048.txt	URW: Blaming the war on others rather than the invader	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor
EN_UA_300129.txt	URW: Amplifying war-related fears;URW: Amplifying war-related fears	URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed
EN_CC_100044.txt	Other	Other
EN_CC_200104.txt	CC: Downplaying climate change;CC: Downplaying climate change;CC: Questioning the measurements and science;CC: Questioning the measurements and science	CC: Downplaying climate change: Weather suggests the trend is global cooling;CC: Downplaying climate change: Temperature increase does not have significant impact;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Scientific community is unreliable
EN_CC_100150.txt	Other	Other
EN_UA_002531.txt	Other	Other
EN_UA_101996.txt	URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Overpraising the West	URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Overpraising the West: The West has the strongest international support
EN_CC_100223.txt	Other	Other
EN_UA_002668.txt	URW: Speculating war outcomes;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: Other
EN_UA_300065.txt	Other	Other
EN_UA_025652.txt	URW: Discrediting the West, Diplomacy;URW: Russia is the Victim;URW: Blaming the war on others rather than the invader;URW: Amplifying war-related fears;URW: Discrediting Ukraine	URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Russia is the Victim: The West is russophobic;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Discrediting Ukraine: Ukraine is a puppet of the West
EN_UA_014413.txt	Other	Other
EN_CC_100076.txt	CC: Criticism of institutions and authorities;CC: Criticism of climate movement	CC: Criticism of institutions and authorities: Other;CC: Criticism of climate movement: Ad hominem attacks on key activists
EN_UA_013710.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting Ukraine: Ukraine is associated with nazism
EN_UA_021377.txt	Other	Other
EN_CC_100197.txt	Other	Other
EN_UA_DEV_24.txt	URW: Negative Consequences for the West;URW: Discrediting the West, Diplomacy	URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work
EN_UA_028103.txt	Other	Other
EN_CC_200029.txt	Other	Other
EN_CC_100004.txt	CC: Criticism of institutions and authorities;CC: Criticism of climate movement;CC: Criticism of climate movement;CC: Criticism of climate movement;CC: Controversy about green technologies;CC: Controversy about green technologies;CC: Controversy about green technologies	CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Controversy about green technologies: Renewable energy is unreliable;CC: Controversy about green technologies: Other;CC: Controversy about green technologies: Renewable energy is costly
EN_UA_300050.txt	Other	Other
EN_UA_104224.txt	URW: Negative Consequences for the West	URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire
EN_CC_100014.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Hidden plots by secret schemes of powerful groups;CC: Hidden plots by secret schemes of powerful groups	CC: Hidden plots by secret schemes of powerful groups: Other;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites
EN_UA_300018.txt	URW: Blaming the war on others rather than the invader	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor
EN_CC_100091.txt	Other	Other
EN_CC_200152.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of climate movement	CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Criticism of climate movement: Climate movement is alarmist
EN_CC_200337.txt	CC: Questioning the measurements and science;CC: Hidden plots by secret schemes of powerful groups	CC: Questioning the measurements and science: Scientific community is unreliable;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives
EN_CC_300017.txt	Other	Other
EN_UA_103372.txt	URW: Amplifying war-related fears	URW: Amplifying war-related fears: Other
EN_UA_300040.txt	URW: Discrediting Ukraine;URW: Praise of Russia;URW: Blaming the war on others rather than the invader;URW: Blaming the war on others rather than the invader	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors
EN_UA_103011.txt	URW: Praise of Russia;CC: Criticism of institutions and authorities;CC: Criticism of institutions and authorities	URW: Praise of Russia: Russian invasion has strong national support;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures
EN_UA_010735.txt	Other	Other
EN_CC_100037.txt	CC: Questioning the measurements and science;CC: Criticism of climate movement;CC: Controversy about green technologies;CC: Controversy about green technologies;CC: Controversy about green technologies;CC: Downplaying climate change;CC: Climate change is beneficial	CC: Questioning the measurements and science: Scientific community is unreliable;CC: Criticism of climate movement: Climate movement is alarmist;CC: Controversy about green technologies: Renewable energy is dangerous;CC: Controversy about green technologies: Renewable energy is costly;CC: Controversy about green technologies: Renewable energy is unreliable;CC: Downplaying climate change: CO2 concentrations are too small to have an impact;CC: Climate change is beneficial: CO2 is beneficial
EN_UA_300001.txt	URW: Discrediting Ukraine;URW: Discrediting Ukraine;URW: Praise of Russia	URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Praise of Russia: Praise of Russian military might
EN_UA_300049.txt	URW: Blaming the war on others rather than the invader;URW: Distrust towards Media	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Distrust towards Media: Western media is an instrument of propaganda
EN_CC_200246.txt	CC: Criticism of climate policies;CC: Criticism of climate policies	CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of climate policies: Climate policies have negative impact on the economy
EN_UA_025764.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Amplifying war-related fears	URW: Discrediting the West, Diplomacy: Other;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Amplifying war-related fears: By continuing the war we risk WWIII
EN_UA_012611.txt	URW: Blaming the war on others rather than the invader	URW: Blaming the war on others rather than the invader: The West are the aggressors
EN_UA_102990.txt	URW: Distrust towards Media;URW: Discrediting Ukraine;URW: Amplifying war-related fears;URW: Russia is the Victim;URW: Praise of Russia;URW: Russia is the Victim	URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Russia is the Victim: The West is russophobic;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence
EN_UA_024628.txt	URW: Overpraising the West;URW: Overpraising the West	URW: Overpraising the West: The West belongs in the right side of history;URW: Overpraising the West: The West has the strongest international support
EN_CC_200343.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Downplaying climate change;CC: Downplaying climate change;CC: Criticism of climate movement;CC: Criticism of climate movement;CC: Climate change is beneficial;CC: Climate change is beneficial;CC: Criticism of institutions and authorities;CC: Questioning the measurements and science	CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Downplaying climate change: Other;CC: Downplaying climate change: Climate cycles are natural;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Other;CC: Climate change is beneficial: CO2 is beneficial;CC: Climate change is beneficial: Temperature increase is beneficial;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Questioning the measurements and science: Other
EN_UA_300073.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Blaming the war on others rather than the invader	URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting the West, Diplomacy: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors
EN_CC_300088.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Amplifying existing fears of global warming
EN_UA_101805.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Blaming the war on others rather than the invader;URW: Hidden plots by secret schemes of powerful groups;URW: Amplifying war-related fears;URW: Amplifying war-related fears;URW: Discrediting Ukraine;URW: Praise of Russia	URW: Discrediting the West, Diplomacy: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Praise of Russia: Russia is a guarantor of peace and prosperity
EN_CC_300112.txt	CC: Questioning the measurements and science;CC: Downplaying climate change;CC: Hidden plots by secret schemes of powerful groups;CC: Controversy about green technologies	CC: Questioning the measurements and science: Scientific community is unreliable;CC: Downplaying climate change: CO2 concentrations are too small to have an impact;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Controversy about green technologies: Renewable energy is dangerous
EN_UA_104569.txt	Other	Other
EN_CC_300038.txt	Other	Other
EN_UA_002991.txt	Other	Other
EN_CC_200007.txt	CC: Criticism of institutions and authorities;CC: Criticism of climate policies;CC: Criticism of climate policies	CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other
EN_UA_000568.txt	Other	Other
EN_UA_022339.txt	URW: Speculating war outcomes;URW: Discrediting Ukraine;URW: Discrediting Ukraine;URW: Discrediting Ukraine;URW: Discrediting Ukraine	URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
EN_UA_026036.txt	Other	Other
EN_CC_100069.txt	CC: Criticism of institutions and authorities	CC: Criticism of institutions and authorities: Criticism of national governments
EN_UA_300039.txt	URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: West is tired of Ukraine
EN_UA_015962.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Russian army is collapsing
EN_CC_100036.txt	Other	Other
EN_CC_200270.txt	CC: Downplaying climate change;CC: Questioning the measurements and science;CC: Questioning the measurements and science;CC: Downplaying climate change;CC: Downplaying climate change;CC: Hidden plots by secret schemes of powerful groups	CC: Downplaying climate change: Human activities do not impact climate change;CC: Questioning the measurements and science: Data shows no temperature increase;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Downplaying climate change: CO2 concentrations are too small to have an impact;CC: Downplaying climate change: Climate cycles are natural;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives
EN_UA_102655.txt	Other	Other
EN_UA_104876.txt	Other	Other
EN_UA_013344.txt	URW: Hidden plots by secret schemes of powerful groups	URW: Hidden plots by secret schemes of powerful groups: Other
EN_CC_200279.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of institutions and authorities;CC: Criticism of climate policies;CC: Downplaying climate change;CC: Climate change is beneficial	CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Criticism of climate movement: Climate movement is corrupt;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Downplaying climate change: Climate cycles are natural;CC: Climate change is beneficial: Temperature increase is beneficial
EN_CC_200024.txt	Other	Other
EN_UA_104859.txt	URW: Discrediting Ukraine;URW: Discrediting Ukraine;URW: Hidden plots by secret schemes of powerful groups	URW: Discrediting Ukraine: Ukraine is a hub for criminal activities;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Hidden plots by secret schemes of powerful groups: Other
EN_CC_100070.txt	Other	Other
EN_UA_001052.txt	URW: Blaming the war on others rather than the invader	URW: Blaming the war on others rather than the invader: The West are the aggressors
EN_CC_200191.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of institutions and authorities;CC: Criticism of institutions and authorities;CC: Criticism of climate policies	CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of climate policies: Climate policies have negative impact on the economy
EN_CC_200285.txt	Other	Other
EN_UA_003579.txt	URW: Negative Consequences for the West	URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire
EN_UA_021918.txt	Other	Other
EN_UA_300145.txt	Other	Other
EN_UA_004343.txt	Other	Other
EN_UA_103445.txt	Other	Other
EN_CC_300040.txt	CC: Criticism of institutions and authorities	CC: Criticism of institutions and authorities: Criticism of international entities
EN_UA_300139.txt	URW: Discrediting Ukraine;URW: Discrediting Ukraine;URW: Discrediting Ukraine	URW: Discrediting Ukraine: Ukraine is a hub for criminal activities;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
EN_CC_300023.txt	CC: Criticism of institutions and authorities;CC: Criticism of institutions and authorities;CC: Criticism of climate movement	CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Other;CC: Criticism of climate movement: Other
EN_UA_300034.txt	URW: Hidden plots by secret schemes of powerful groups	URW: Hidden plots by secret schemes of powerful groups: Other
EN_CC_300151.txt	CC: Criticism of climate movement;CC: Downplaying climate change;CC: Hidden plots by secret schemes of powerful groups;CC: Questioning the measurements and science;CC: Questioning the measurements and science;CC: Downplaying climate change	CC: Criticism of climate movement: Climate movement is alarmist;CC: Downplaying climate change: Other;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Questioning the measurements and science: Data shows no temperature increase;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Downplaying climate change: Human activities do not impact climate change
EN_UA_100688.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Ukrainian army is collapsing
EN_CC_200168.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of climate policies;CC: Criticism of institutions and authorities;CC: Hidden plots by secret schemes of powerful groups	CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Hidden plots by secret schemes of powerful groups: Other
EN_CC_300158.txt	CC: Downplaying climate change;CC: Downplaying climate change;CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups;CC: Downplaying climate change;CC: Questioning the measurements and science	CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: Climate cycles are natural;CC: Criticism of climate movement: Climate movement is alarmist;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Downplaying climate change: Other;CC: Questioning the measurements and science: Scientific community is unreliable
EN_CC_100023.txt	CC: Green policies are geopolitical instruments;CC: Controversy about green technologies;CC: Green policies are geopolitical instruments	CC: Green policies are geopolitical instruments: Green activities are a form of neo-colonialism;CC: Controversy about green technologies: Other;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative
EN_UA_300058.txt	Other	Other
EN_CC_100066.txt	CC: Criticism of climate policies;CC: Criticism of climate policies	CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of climate policies: Climate policies are ineffective
EN_UA_300023.txt	Other	Other
EN_UA_103995.txt	Other	Other
EN_UA_300120.txt	Other	Other
EN_UA_300066.txt	Other	Other
EN_UA_017831.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Overpraising the West;URW: Amplifying war-related fears	URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Overpraising the West: The West belongs in the right side of history;URW: Amplifying war-related fears: NATO should/will directly intervene
EN_CC_300057.txt	CC: Criticism of institutions and authorities;CC: Criticism of institutions and authorities	CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Other
EN_UA_104604.txt	Other	Other
EN_CC_200110.txt	CC: Criticism of climate policies;CC: Criticism of institutions and authorities;CC: Criticism of institutions and authorities;CC: Controversy about green technologies;CC: Criticism of climate policies;CC: Criticism of climate policies	CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Controversy about green technologies: Renewable energy is costly;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Other
EN_CC_100147.txt	Other	Other
EN_UA_016012.txt	Other	Other
EN_UA_300000.txt	Other	Other
EN_CC_200105.txt	CC: Criticism of institutions and authorities;CC: Hidden plots by secret schemes of powerful groups;CC: Controversy about green technologies;CC: Criticism of climate policies	CC: Criticism of institutions and authorities: Criticism of national governments;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Controversy about green technologies: Renewable energy is unreliable;CC: Criticism of climate policies: Other
EN_UA_102415.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other
EN_UA_300007.txt	URW: Amplifying war-related fears;URW: Amplifying war-related fears;URW: Amplifying war-related fears	URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: NATO should/will directly intervene
